,Year,Month,Flow,Banff_precip,Lake Louise_precip,Calgary Intl A_precip,Lake Louise_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Lake Louise_max_temp,Calgary Intl A_max_temp,Lake Louise_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO
1937-01-01,1937.0,1.0,0.0,12.2,119.4,42.9,-23.9,-17.8,-8.9,5.0,-43.9,-35.6,2.15,0.05,0.156,0.181,0.121,-1.6780000000000004,0.946,0.07,-0.23,-0.17,-0.3,0.42519999999999997
1937-02-01,1937.0,2.0,0.0,39.9,137.2,5.6,-15.0,-11.8,1.1,7.8,-43.9,-32.2,1.73,-0.387,-0.187,-0.081,-0.262,-0.656,-0.594,0.06,0.28,0.22,0.3,0.12019999999999997
1937-03-01,1937.0,3.0,15.58,17.8,61.0,42.2,-4.1,-3.3,8.3,17.2,-26.7,-22.2,-2.02,-0.221,-0.014,-0.206,-0.178,0.07000000000000002,0.555,0.04,0.55,-0.23,0.25,-0.16820000000000004
1937-04-01,1937.0,4.0,22.996,20.3,27.4,36.6,0.5,5.1,21.7,20.6,-16.7,-6.7,2.19,-0.546,-0.403,-0.491,-0.527,0.09,0.176,-0.07,-0.02,0.12,0.21,-0.1058
1937-05-01,1937.0,5.0,86.6125,44.7,78.5,46.5,6.3,10.2,22.8,24.4,-10.6,-1.1,2.31,-0.291,-0.019,-0.143,-0.169,-0.898,0.194,0.0,-0.2,-0.7,-0.43,0.4372
1937-06-01,1937.0,6.0,200.375,61.2,84.6,81.8,10.4,14.1,30.6,34.4,-3.3,2.2,0.49,0.797,1.383,0.969,1.091,0.40599999999999997,0.221,0.35,-0.43,-0.4,-0.3,-0.26980000000000004
1937-07-01,1937.0,7.0,164.92,41.62,58.7,80.8,12.2,17.0,27.8,32.2,-2.8,5.0,0.19,-0.074,0.137,0.145,0.066,0.184,-0.531,0.36,0.0,-0.06,0.09,-0.27559999999999996
1937-08-01,1937.0,8.0,105.6125,64.88000000000001,71.1,33.0,9.2,14.0,25.0,28.3,-4.4,2.2,0.28,-0.559,-0.254,-0.454,-0.44,0.2,0.204,0.36,-0.15,-0.41,-0.2,-0.1868
1937-09-01,1937.0,9.0,78.23,63.35999999999999,45.2,65.0,7.8,11.7,26.1,30.0,-8.3,-1.1,-0.17,0.083,0.239,0.113,0.161,0.422,0.042,0.39,-0.26,0.28,0.17,0.03280000000000003
1937-10-01,1937.0,10.0,0.0,52.8,135.1,20.6,5.3,7.2,26.1,26.1,-9.4,-4.4,-2.41,0.423,0.59,0.487,0.532,-0.11000000000000006,-0.394,0.22,-0.22,-0.26,-0.1,-0.1646
1937-11-01,1937.0,11.0,0.0,83.1,74.9,32.5,-6.7,-5.2,7.8,15.0,-31.1,-21.7,-1.56,0.72,0.868,0.573,0.749,-0.732,-0.456,0.24,0.04,-0.04,0.21,-0.34559999999999996
1937-12-01,1937.0,12.0,0.0,79.0,149.9,7.6,-12.3,-8.7,3.3,13.3,-38.9,-30.0,-1.09,1.243,0.809,1.266,1.165,-1.0859999999999999,0.643,0.28,-0.29,0.05,0.22,0.607
1938-01-01,1938.0,1.0,0.0,25.9,68.6,3.8,-13.4,-5.3,0.0,10.6,-41.1,-29.4,2.64,1.12,1.14,1.178,1.218,-0.9879999999999999,0.754,0.08,-0.26,-0.37,-0.21,1.4416
1938-02-01,1938.0,2.0,0.0,34.5,163.8,18.0,-13.5,-14.5,11.7,16.1,-36.7,-34.4,0.6,0.471,0.063,0.343,0.303,-0.43800000000000006,0.208,0.0,-0.07,0.01,0.23,0.4673999999999999
1938-03-01,1938.0,3.0,20.515,14.2,17.0,20.1,-3.9,-0.7,7.8,13.3,-23.9,-14.4,3.13,0.032,-0.397,-0.19,-0.212,-0.22599999999999998,-0.552,0.02,-0.03,-0.27,-0.06,-0.5118
1938-04-01,1938.0,4.0,27.854,21.6,108.7,19.1,1.0,4.0,15.6,19.4,-22.2,-12.2,-1.68,-0.056,-0.081,0.134,-0.013,-0.304,0.387,0.0,-0.23,-0.34,0.09,0.0033999999999999946
1938-05-01,1938.0,5.0,156.3025,67.1,68.6,87.4,6.2,9.5,23.9,25.6,-7.8,-3.3,-0.35,-0.216,-0.488,-0.426,-0.419,-0.032000000000000105,1.176,0.03,-0.52,-0.37,-0.33,-0.4082
1938-06-01,1938.0,6.0,322.1,56.4,46.2,65.5,11.2,14.4,25.119999999999997,28.9,-4.88,0.6,0.97,-0.296,-0.439,-0.347,-0.397,-0.5680000000000001,2.009,-0.06,-0.74,-1.2,-0.88,0.7796000000000001
1938-07-01,1938.0,7.0,214.52,33.3,53.3,77.7,14.3,17.1,26.220000000000006,33.9,-2.16,5.6,1.6,-0.373,-0.23,-0.228,-0.304,0.03799999999999999,1.867,-0.19,-0.67,-1.56,-0.98,-0.1242
1938-08-01,1938.0,8.0,93.3725,35.8,94.2,47.5,10.0,14.3,26.1,31.7,-3.9,2.2,-0.37,-0.401,-0.187,-0.418,-0.363,-0.14799999999999996,1.243,-0.13,-0.83,-1.04,-0.81,0.26539999999999997
1938-09-01,1938.0,9.0,86.095,20.3,44.5,20.8,10.1,16.0,26.1,31.1,-3.9,1.7,-0.29,-0.188,0.066,0.099,-0.014,-0.011999999999999988,0.686,-0.04,-0.37,-0.59,-0.28,-0.11980000000000002
1938-10-01,1938.0,10.0,0.0,29.0,13.0,24.6,3.7,7.6,15.6,23.3,-15.0,-7.2,1.88,0.456,0.819,0.557,0.63,-0.22599999999999998,1.367,0.07,-0.84,-0.71,-0.75,0.3364
1938-11-01,1938.0,11.0,0.0,29.7,78.7,27.2,-7.9,-2.6,10.0,13.9,-29.4,-24.4,3.24,0.245,0.007,0.2,0.132,-0.06399999999999999,-0.071,0.14,-0.64,-0.86,-0.72,-0.21459999999999999
1938-12-01,1938.0,12.0,0.0,28.4,83.8,13.2,-12.3,-5.5,1.7,10.0,-37.2,-33.3,-0.39,0.622,0.683,0.629,0.672,-0.36,1.423,-0.04,-0.59,-1.06,-0.79,0.3338
1939-01-01,1939.0,1.0,0.0,38.6,36.8,7.9,-8.8,-4.2,2.8,9.4,-29.4,-25.6,-0.69,0.552,0.578,0.768,0.646,-0.362,1.739,-0.09,-0.59,-0.69,-0.67,0.7505999999999999
1939-02-01,1939.0,2.0,0.0,11.2,129.5,16.0,-15.3,-14.9,1.7,8.9,-43.9,-41.1,2.91,-0.2,-0.25,-0.378,-0.315,-0.5720000000000001,0.656,-0.06,-0.61,-0.91,-0.95,-0.5464
1939-03-01,1939.0,3.0,24.6025,6.6,17.8,41.7,-5.6,-5.5,15.6,19.4,-34.4,-35.0,-0.03,-0.453,-0.647,-0.41,-0.549,-1.1400000000000001,1.14,-0.24,-0.49,-0.95,-0.85,-0.19740000000000002
1939-04-01,1939.0,4.0,28.092,11.4,24.4,27.7,1.7,5.3,23.3,28.3,-16.7,-13.3,0.18,-0.049,-0.007,0.152,0.011,0.03600000000000003,1.126,-0.3,-0.2,-0.32,-0.27,-0.3902
1939-05-01,1939.0,5.0,114.78,26.2,61.7,36.1,7.0,11.2,25.0,29.4,-10.0,-4.4,-0.9,0.081,0.176,0.55,0.257,0.16399999999999998,-0.098,-0.19,-0.19,-0.16,-0.25,0.27
1939-06-01,1939.0,6.0,205.05,97.8,54.1,202.7,7.706,9.9,24.04,27.2,-7.359999999999999,0.0,-1.4,0.276,0.075,0.311,0.215,0.488,-0.367,-0.06,-0.35,0.26,0.05,0.06000000000000001
1939-07-01,1939.0,7.0,192.32,11.7,74.2,17.0,12.3,16.8,31.1,34.4,-2.2,3.9,-0.44,-0.346,-0.683,-0.09,-0.406,0.4619999999999999,0.839,-0.16,-0.07,0.14,0.25,-0.2246
1939-08-01,1939.0,8.0,106.515,11.2,31.2,13.0,12.0,16.2,28.9,32.8,-5.6,0.0,0.8,-0.531,-0.59,-0.387,-0.53,-0.041999999999999996,-0.108,0.07,-0.24,0.18,0.06,-0.04780000000000002
1939-09-01,1939.0,9.0,76.2625,76.5,70.9,38.1,7.6,11.0,22.2,27.2,-6.7,-0.6,-3.9,-0.695,-0.9,-0.59,-0.747,0.23199999999999993,-0.95,0.19,0.47,0.08,0.43,-0.2312
1939-10-01,1939.0,10.0,0.0,100.6,72.6,75.4,3.6033333334000006,2.5,13.9,20.0,-11.0,-22.2,-2.51,-0.696,-0.998,-0.823,-0.857,-0.023999999999999994,-1.707,0.14,-0.68,-0.23,-0.47,-0.0712
1939-11-01,1939.0,11.0,0.0,26.9,110.0,5.8,-1.18,4.6,12.2,17.2,-15.38,-9.4,1.53,-0.128,-0.729,0.056,-0.276,0.5880000000000001,-0.964,0.07,-0.15,0.38,0.32,0.7966000000000001
1939-12-01,1939.0,12.0,0.0,24.1,132.1,3.3,-6.5,-1.2,3.9,19.4,-33.9,-22.8,-1.07,1.556,1.16,1.829,1.608,0.434,-1.072,0.18,0.23,0.01,0.05,0.02639999999999999
1940-01-01,1940.0,1.0,0.0,6.6,100.8,6.1,-15.6,-11.9,5.0,13.9,-41.1,-31.7,-2.27,1.917,1.661,1.715,1.873,0.9359999999999999,-0.056,0.3,0.5,1.18,1.18,-1.5841999999999998
1940-02-01,1940.0,2.0,0.0,33.5,68.6,22.4,-8.3,-10.8,3.3,8.3,-28.9,-32.2,-0.93,1.854,1.411,1.882,1.828,-0.8859999999999999,-0.56,0.17,0.7,1.28,1.38,0.409
1940-03-01,1940.0,3.0,20.935,18.0,45.7,20.8,-1.2,-2.8,9.4,12.8,-18.3,-17.2,-0.72,1.9,1.794,1.956,2.013,0.32599999999999996,-1.335,0.12,0.65,1.09,1.19,-1.2934
1940-04-01,1940.0,4.0,30.426,36.8,68.6,89.9,1.8,1.4,12.2,19.4,-27.8,-21.7,0.53,2.185,2.133,1.957,2.222,-0.04800000000000004,-0.941,0.13,0.36,0.8,0.8,-0.0736
1940-05-01,1940.0,5.0,142.545,23.1,33.0,27.4,8.2,11.8,24.4,28.9,-5.6,-1.7,-0.25,2.217,1.983,2.136,2.236,0.254,-1.393,0.17,0.27,0.22,0.34,-0.25880000000000003
1940-06-01,1940.0,6.0,190.75,24.9,43.9,45.5,12.1,13.5,31.1,27.2,-2.2,2.8,-1.2,2.391,2.301,2.469,2.525,-0.006000000000000017,-2.488,0.23,0.44,0.42,0.55,-0.2156
1940-07-01,1940.0,7.0,145.96,39.9,52.1,102.4,8.6115268818,16.3,24.359999999999996,30.6,-3.7599999999999993,5.0,-1.21,2.007,2.083,1.733,2.047,-0.02200000000000002,-1.502,0.18,0.31,-0.04,0.21,-0.17160000000000003
1940-08-01,1940.0,8.0,91.85,19.3,57.7,5.1,14.4,16.5,31.1,33.9,-1.7,2.2,0.3,1.739,1.711,1.313,1.668,0.050000000000000024,-2.11,0.21,0.19,0.68,0.75,-0.18119999999999997
1940-09-01,1940.0,9.0,98.5125,34.3,17.8,74.4,10.6,13.2,26.1,28.9,-3.9,1.1,-1.1,1.551,1.543,1.28,1.54,-0.15000000000000005,-1.947,0.23,-0.03,0.12,0.05,-0.1294
1940-10-01,1940.0,10.0,0.0,41.4,163.3,40.6,3.5,7.2,17.8,23.9,-9.4,-9.4,-1.89,1.617,1.442,1.482,1.582,-0.41800000000000004,-1.801,0.35,0.3,0.19,0.32,0.7418
1940-11-01,1940.0,11.0,0.0,38.6,147.1,12.7,-10.1,-7.2,2.2,13.9,-33.9,-29.4,1.3,1.782,1.717,1.61,1.781,-0.556,-0.773,0.36,0.53,0.3,0.7,0.6199999999999999
1940-12-01,1940.0,12.0,0.0,9.9,109.2,8.6,-9.1,-3.4,2.2,10.6,-33.3,-23.3,1.46,2.341,2.425,1.903,2.343,0.7040000000000001,-3.38,0.37,0.77,1.11,1.39,-0.4006
1941-01-01,1941.0,1.0,0.0,17.3,148.6,11.7,-9.4,-7.9,5.0,12.2,-32.2,-30.6,-3.5,2.658,2.584,2.297,2.658,-0.11200000000000002,-1.131,0.4,0.66,1.24,1.38,-0.8061999999999999
1941-02-01,1941.0,2.0,0.0,10.4,114.3,10.4,-8.0,-5.9,9.4,15.6,-38.9,-28.9,-0.42,2.875,2.77,2.365,2.814,0.564,-1.6,0.28,0.66,1.29,1.34,-0.8620000000000001
1941-03-01,1941.0,3.0,31.8625,28.7,41.9,20.1,-2.3,-2.3,12.8,17.2,-26.7,-21.1,-1.29,2.428,2.392,2.209,2.486,-0.22999999999999998,-1.333,0.07,0.91,1.38,1.41,-0.4160000000000001
1941-04-01,1941.0,4.0,33.598,8.9,52.3,7.4,3.0,6.8,18.9,25.6,-11.7,-8.3,-2.95,2.274,2.417,2.171,2.417,0.42799999999999994,-1.195,0.23,0.99,1.28,1.36,0.4354
1941-05-01,1941.0,5.0,83.4675,82.3,90.4,85.6,6.2,9.4,23.9,29.4,-7.8,-4.4,-0.54,2.247,2.232,2.178,2.335,0.1,-0.749,0.13,1.0,1.2,1.32,-0.008199999999999985
1941-06-01,1941.0,6.0,162.75,53.1,81.8,80.8,11.3,15.0,31.1,34.4,-2.8,2.2,0.24,2.819,2.931,2.107,2.767,0.44400000000000006,-1.888,-0.07,0.52,0.7,0.88,-0.2254
1941-07-01,1941.0,7.0,119.938,9.7,62.5,28.7,13.9,18.8,34.4,35.0,-2.2,5.0,1.08,2.805,2.971,2.727,2.989,-0.014000000000000012,-1.997,0.07,0.58,0.47,0.73,0.11199999999999999
1941-08-01,1941.0,8.0,103.365,89.9,86.9,79.5,11.0,15.6,28.9,30.0,-1.7,2.8,-0.6,2.993,3.202,3.241,3.304,0.17600000000000007,-2.197,0.16,0.51,0.69,0.79,-0.1968
1941-09-01,1941.0,9.0,78.705,50.8,51.1,56.1,4.4,8.0,15.6,22.8,-7.8,-9.4,-0.97,2.417,2.238,2.101,2.353,-0.19799999999999995,-0.826,0.29,0.36,0.65,0.68,0.2446
1941-10-01,1941.0,10.0,0.0,15.7,87.4,3.6,2.3,6.1,19.4,22.8,-17.8,-10.6,-1.21,1.71,1.456,1.821,1.744,0.7899999999999999,-2.286,0.59,0.59,0.91,0.99,0.07860000000000002
1941-11-01,1941.0,11.0,0.0,18.8,119.4,0.5,-5.2,1.0,8.3,19.4,-27.2,-18.3,-0.09,2.088,1.641,1.701,1.904,0.442,-1.092,0.6,0.75,1.14,1.17,0.14620000000000008
1941-12-01,1941.0,12.0,0.0,51.3,85.1,7.4,-11.4,-6.4,3.9,14.4,-43.3,-31.7,1.44,1.917,2.098,2.203,2.187,-0.61,-1.068,0.51,0.83,1.31,1.27,-0.3708
1942-01-01,1942.0,1.0,0.0,10.2,85.1,16.8,-13.9,-2.2,2.8,16.1,-40.0,-28.3,0.75,2.116,2.144,1.991,2.221,0.33799999999999997,-1.508,0.11,0.48,0.51,0.61,-0.6576000000000001
1942-02-01,1942.0,2.0,0.0,7.4,83.8,39.6,-11.7,-9.5,3.3,6.1,-37.8,-31.1,-3.1,1.639,1.718,0.932,1.587,-0.604,-0.515,0.1,0.44,0.2,0.53,-0.08639999999999999
1942-03-01,1942.0,3.0,19.5525,9.9,25.4,10.2,-5.5,-0.7,7.68,18.9,-24.16,-15.6,-0.92,1.006,1.176,1.275,1.259,0.638,-0.799,0.2,0.06,0.02,0.25,-0.1386
1942-04-01,1942.0,4.0,28.434,26.2,42.9,6.9,2.6,4.8,18.9,25.0,-11.1,-11.1,-0.95,1.089,1.181,0.863,1.149,0.776,-0.52,0.24,0.49,0.05,0.57,-0.06759999999999997
1942-05-01,1942.0,5.0,159.9975,95.3,69.1,68.6,5.9,8.4,20.0,26.7,-7.8,-3.9,0.82,0.784,0.832,1.317,1.045,0.542,0.247,0.26,-0.15,-0.29,-0.1,0.2274
1942-06-01,1942.0,6.0,245.175,61.5,110.0,94.2,9.0,12.2,26.7,25.6,-1.1,0.6,-2.1,0.376,1.023,0.884,0.788,0.17600000000000002,0.797,0.18,-0.29,-0.8,-0.52,-0.12320000000000002
1942-07-01,1942.0,7.0,243.58,69.1,69.1,124.7,13.0,16.2,29.4,30.6,0.0,3.3,0.15,0.126,0.832,0.548,0.52,-0.35,-0.078,0.12,-0.33,-1.01,-0.55,-0.1374
1942-08-01,1942.0,8.0,152.825,39.9,58.4,54.4,12.4,15.2,28.9,30.6,-1.7,0.0,0.08,0.167,0.87,0.328,0.487,-0.522,0.298,0.14,-0.51,-1.27,-0.96,0.044
1942-09-01,1942.0,9.0,107.105,30.0,30.0,46.2,7.9,11.2,26.1,28.3,-5.6,-2.8,-0.25,0.634,0.509,0.298,0.508,0.168,0.815,0.2,-0.72,-1.29,-1.17,0.2122
1942-10-01,1942.0,10.0,0.0,46.0,12.7,17.0,3.2,6.5,22.8,27.2,-9.4,-12.8,-0.21,0.523,0.452,0.057,0.376,0.45599999999999996,0.696,0.17,-0.78,-1.5,-1.32,0.12819999999999998
1942-11-01,1942.0,11.0,0.0,40.9,5.1,36.1,-9.3,-6.1,7.8,12.2,-31.7,-27.2,-2.11,0.237,-0.063,-0.048,0.049,-1.1400000000000001,-0.642,0.19,-0.79,-1.66,-1.5,0.4164
1942-12-01,1942.0,12.0,0.0,19.8,67.3,7.4,-11.1,-9.0,2.2,10.0,-33.3,-26.1,1.47,0.17,-0.877,-0.392,-0.359,-0.23800000000000007,1.424,0.06,-0.91,-1.19,-1.24,0.6576000000000001
1943-01-01,1943.0,1.0,0.0,31.2,270.5,23.6,-18.5,-15.5,1.1,14.4,-46.7,-43.3,1.17,0.347,-1.402,-0.242,-0.444,-0.68,0.879,0.01,-1.25,-0.89,-1.2,0.9019999999999999
1943-02-01,1943.0,2.0,0.0,20.6,78.7,19.3,-7.9,-3.3,10.0,14.4,-37.8,-32.8,2.78,0.312,-0.746,0.48,0.016,-0.648,0.913,0.01,-0.87,-1.03,-1.18,-0.04620000000000002
1943-03-01,1943.0,3.0,22.6175,65.8,43.2,30.7,-9.5,-7.5,7.08,13.9,-34.44,-32.8,0.03,0.284,0.156,0.474,0.342,-1.022,0.291,-0.13,-0.67,-1.08,-1.1,-0.1476
1943-04-01,1943.0,4.0,60.78,32.0,59.7,7.1,3.0,6.8,18.3,23.3,-17.8,-5.6,4.26,0.524,1.102,0.346,0.709,0.242,1.589,-0.07,-0.45,-0.46,-0.6,0.15080000000000002
1943-05-01,1943.0,5.0,89.9425,23.9,29.5,59.7,3.9,7.9,17.8,25.0,-11.1,-5.0,2.17,0.044,0.576,0.192,0.299,0.16399999999999998,0.252,-0.03,-0.17,-0.18,-0.36,-0.2222
1943-06-01,1943.0,6.0,190.275,62.5,47.5,70.1,7.1,11.1,24.4,24.4,-3.9,-1.1,1.91,-0.514,-0.169,-0.453,-0.378,-0.59,-1.127,-0.09,-0.2,0.03,-0.11,0.5570000000000002
1943-07-01,1943.0,7.0,280.18,69.6,59.7,30.5,12.5,17.4,27.8,31.7,-2.2,0.0,0.05,-0.737,-0.077,-0.627,-0.493,-0.10799999999999996,0.302,-0.16,-0.13,0.01,-0.09,-0.3972
1943-08-01,1943.0,8.0,124.69,50.8,45.7,50.8,11.1,15.7,25.6,29.4,-3.3,2.8,-0.18,-0.896,-1.249,-1.29,-1.184,0.338,0.691,-0.12,0.06,0.03,0.05,-0.0726
1943-09-01,1943.0,9.0,71.3675,18.3,63.2,16.0,7.7,12.0,25.0,30.0,-7.8,-1.7,-0.65,-0.952,-1.046,-0.442,-0.847,-0.138,0.527,-0.03,-0.25,-0.37,-0.24,-0.7694
1943-10-01,1943.0,10.0,0.0,55.4,44.5,26.2,3.3,7.2,25.0,29.4,-11.7,-11.1,0.45,-0.335,-1.181,0.181,-0.475,0.304,0.794,0.07,-0.49,-0.22,-0.44,-0.056600000000000004
1943-11-01,1943.0,11.0,0.0,24.6,82.8,0.0,-4.6,2.3,9.4,19.4,-21.7,-12.2,0.08,0.516,-0.264,0.35,0.225,0.69,0.215,0.1,-0.55,-0.45,-0.5,0.12120000000000002
1943-12-01,1943.0,12.0,0.0,23.1,92.2,1.8,-11.9,-0.7,2.8,11.7,-28.9,-15.0,-0.39,0.551,1.512,0.509,0.947,0.6140000000000001,-1.055,0.11,-0.35,-0.48,-0.42,-0.3072
1944-01-01,1944.0,1.0,0.0,2.5,145.0,5.6,-10.6,-3.9,7.2,15.0,-32.2,-24.4,3.63,0.479,1.255,0.625,0.832,1.06,-0.953,0.24,-0.28,-0.53,-0.42,-0.9625999999999999
1944-02-01,1944.0,2.0,0.0,13.7,117.9,23.6,-11.6,-7.3,1.7,8.3,-33.9,-22.8,-1.59,0.231,0.224,-0.158,0.116,0.09,0.3,0.41,-0.18,0.12,0.16,0.4452
1944-03-01,1944.0,3.0,20.9075,25.4,61.2,26.7,-7.8,-5.2,8.9,16.7,-34.4,-22.8,-0.82,-0.19,-0.24,0.024,-0.114,-0.024000000000000035,0.464,0.36,-0.08,-0.23,-0.21,-0.03059999999999997
1944-04-01,1944.0,4.0,28.694,26.4,117.3,20.1,1.8,6.4,17.8,21.7,-13.3,-4.4,1.3,-0.429,-0.442,-0.017,-0.319,0.126,-0.541,0.31,-0.02,0.15,0.11,0.47940000000000005
1944-05-01,1944.0,5.0,105.5275,38.9,36.6,68.3,6.5,11.4,23.3,28.3,-7.8,-5.0,0.42,-0.753,-1.175,-0.56,-0.9,-0.21399999999999997,0.015,0.07,0.09,-0.02,0.14,-0.46979999999999994
1944-06-01,1944.0,6.0,193.925,75.4,64.3,82.6,10.4,13.0,25.6,31.7,-2.2,0.0,-2.78,-1.045,-1.658,-0.643,-1.213,-0.050000000000000044,-0.608,0.23,-0.06,0.09,0.04,0.06999999999999999
1944-07-01,1944.0,7.0,131.9,85.1,23.6,122.9,11.5,15.6,31.1,30.0,-2.8,3.3,-2.16,-0.854,-1.116,-0.349,-0.863,-0.17400000000000002,-0.848,0.18,0.03,0.11,0.08,-0.3428
1944-08-01,1944.0,8.0,129.95,54.9,113.5,38.6,10.0,14.5,26.1,27.2,-3.9,2.8,0.15,-0.389,-0.457,-0.025,-0.321,-0.20800000000000002,0.13,0.22,0.05,-0.01,0.0,0.42460000000000003
1944-09-01,1944.0,9.0,85.1625,32.8,46.5,27.4,8.2,11.9,27.8,29.4,-5.6,-2.8,0.36,-0.555,-1.116,-0.278,-0.709,-0.504,0.217,0.39,-0.08,-0.16,-0.31,0.4452
1944-10-01,1944.0,10.0,0.0,9.7,23.4,4.6,5.6,9.7,21.7,26.1,-7.2,-4.4,-0.83,-0.88,-0.88,-1.115,-0.977,0.914,-1.03,0.39,-0.1,-0.35,-0.22,-0.0038000000000000035
1944-11-01,1944.0,11.0,0.0,12.2,46.5,7.1,-5.5,-2.0,4.4,13.9,-24.4,-19.4,0.81,-0.146,-0.382,-0.614,-0.399,0.604,-0.836,0.33,0.0,-0.63,-0.35,-0.08019999999999997
1944-12-01,1944.0,12.0,0.0,27.2,67.1,5.1,-13.2,-5.0,2.8,12.8,-36.1,-28.9,0.26,-0.47,-0.349,-0.861,-0.586,-0.332,0.364,0.29,-0.05,-0.58,-0.26,0.6544000000000001
1945-01-01,1945.0,1.0,0.0,21.1,28.2,18.3,-10.8,-7.3,2.2,9.4,-34.4,-25.0,-2.12,-0.369,0.05,-0.968,-0.349,-0.6679999999999999,0.434,0.35,-0.29,-0.48,-0.36,-0.2876
1945-02-01,1945.0,2.0,0.0,29.2,40.1,30.7,-10.4,-7.6,7.8,7.8,-41.7,-30.0,4.67,0.065,-0.025,0.222,0.161,-0.5980000000000001,0.535,0.41,-0.38,-0.32,-0.47,-0.2832
1945-03-01,1945.0,3.0,19.6025,41.4,49.0,37.8,-5.5,-0.6,10.559999999999999,15.6,-33.56,-30.0,2.51,-0.737,0.247,-1.15,-0.511,-0.666,1.33,0.45,-0.76,-0.85,-0.79,-0.049399999999999944
1945-04-01,1945.0,4.0,24.678,57.2,51.3,39.4,-2.7,-0.7,10.6,17.2,-24.4,-18.9,1.15,-0.102,-0.026,-0.825,-0.274,-0.10199999999999995,-0.731,0.59,-0.8,-0.6,-0.76,-0.2808
1945-05-01,1945.0,5.0,115.1875,75.2,50.0,83.1,5.6,8.2,25.0,26.7,-7.8,-4.4,-0.84,0.263,-0.06,-0.243,0.014,-0.061999999999999986,0.023,0.43,-0.7,-0.07,-0.46,0.137
1945-06-01,1945.0,6.0,247.9,65.8,35.8,64.0,8.7,11.7,25.0,30.0,-4.4,1.7,0.37,0.663,0.402,0.304,0.515,-0.6140000000000001,0.797,0.3,-0.79,-0.27,-0.59,0.6594
1945-07-01,1945.0,7.0,194.92,30.2,68.1,56.1,12.5,16.9,29.4,31.1,-2.8,3.9,-0.4,0.907,0.762,0.569,0.768,-0.25999999999999995,0.39,0.18,-0.57,-0.38,-0.61,-0.15740000000000004
1945-08-01,1945.0,8.0,117.6675,53.6,25.7,99.8,12.1,16.0,30.0,30.6,-6.7,1.1,-1.83,-0.232,0.207,0.095,0.032,0.356,1.063,0.43,-0.57,-0.55,-0.84,-0.3036
1945-09-01,1945.0,9.0,80.725,56.9,21.3,76.5,5.5,9.3,23.9,26.7,-8.3,-3.9,1.4,-0.39,0.214,-0.088,-0.066,-0.344,0.802,0.38,-0.51,-0.47,-0.82,-0.041000000000000016
1945-10-01,1945.0,10.0,0.0,76.7,113.3,24.9,2.2,6.4,20.6,28.3,-19.4,-11.1,-0.22,-0.303,0.15,-0.386,-0.156,-0.8160000000000001,0.211,0.23,-0.44,-0.61,-0.86,0.29479999999999995
1945-11-01,1945.0,11.0,0.0,78.7,90.2,42.7,-9.3,-8.8,5.6,15.0,-37.2,-31.1,-1.82,-1.279,-0.841,-0.943,-1.061,-0.622,-0.447,0.01,-0.26,-0.25,-0.42,-0.4502
1945-12-01,1945.0,12.0,0.0,38.1,213.4,26.7,-12.3,-9.7,1.1,7.8,-35.0,-26.7,-0.25,-1.251,-1.488,-1.352,-1.437,-0.264,0.633,0.06,-0.36,-0.54,-0.54,0.7918
1946-01-01,1946.0,1.0,0.0,21.8,106.7,6.9,-10.1,-5.6,0.0,7.2,-34.4,-22.2,1.41,0.205,-0.93,-0.932,-0.584,-0.06600000000000002,-0.325,0.0,-0.34,-0.7,-0.44,0.3638
1946-02-01,1946.0,2.0,0.0,22.4,58.4,5.8,-9.2,-5.6,4.4,7.8,-34.4,-25.0,0.99,0.442,0.506,-0.289,0.221,0.2319999999999999,0.294,-0.04,-0.14,-0.65,-0.24,0.023599999999999975
1946-03-01,1946.0,3.0,21.985,57.4,111.8,19.3,-3.2,1.3,9.580000000000002,15.6,-18.98,-8.9,-0.39,0.223,0.704,-0.603,0.111,-0.5700000000000001,-0.385,0.05,-0.24,-0.61,-0.36,-0.289
1946-04-01,1946.0,4.0,36.718,16.5,72.4,1.5,1.1,6.9,20.6,26.7,-15.6,-5.0,0.65,-0.33,0.72,-0.218,-0.001,0.484,-1.026,-0.09,-0.17,-0.53,-0.48,0.1648
1946-05-01,1946.0,5.0,172.7475,46.0,18.0,53.8,6.3,8.8,23.3,26.1,-10.0,-6.7,-2.7,-0.208,-0.132,-1.015,-0.548,-0.664,-1.192,-0.15,-0.02,-0.62,-0.39,0.044199999999999996
1946-06-01,1946.0,6.0,265.725,48.5,70.9,95.5,8.6,12.4,23.9,26.7,-3.9,3.3,2.56,-0.027,-0.386,-0.627,-0.429,0.007999999999999985,-1.323,-0.42,0.33,-0.44,0.15,-0.0984
1946-07-01,1946.0,7.0,179.82,18.3,9.7,65.8,11.6,17.0,30.0,33.3,-2.8,5.6,2.66,0.121,0.347,-0.083,0.094,0.038000000000000075,-0.985,-0.42,0.11,-0.31,0.03,-0.08220000000000001
